source_code,source_concept_id,source_vocabulary_id,source_code_description,valid_start_date,valid_end_date,invalid_reason,target_concept_id,target_vocabulary_id,target_vocabulary_code,domain_id,confidence_score,source_code_description_original
10105042,10105042,TUSS,"Extra-hospital ground transport of critically ill patients, per additional hour - until the doctor's return to base - medical escort.",2009-02-13,,,1990560,LOINC,LA32988-0,Meas Value,0.4063635468482971,"Transporte extra-hospitalar terrestre de pacientes graves, por hora adicional - até o retorno do médico à base - acompanhamento médico"
10105050,10105050,TUSS,"Out-of-hospital air or water transport of critically ill patients, 1st hour - starting from the doctor's deployment - medical accompaniment",2009-02-13,,,1990560,LOINC,LA32988-0,Meas Value,0.25906842947006226,"Transporte extra-hospitalar aéreo ou aquático de pacientes graves, 1ª hora - a partir do deslocamento do médico - acompanhamento médico"
10105069,10105069,TUSS,"Extra-hospital air or aquatic transport of critically ill patients, per additional hour - medical escort",2009-02-13,,,37396212,SNOMED,715940007,Procedure,0.3817567825317383,"Transporte extra-hospitalar aéreo ou aquático de pacientes graves, por hora adicional - acompanhamento médico"
10105077,10105077,TUSS,"Medical escort for intra-hospital transport of critically ill patients, with assisted ventilation, from the ICU to the diagnostic center.",2009-02-13,,,37396204,SNOMED,715931008,Procedure,0.38749754428863525,"Acompanhamento médico para transporte intra-hospitalar de pacientes graves, com ventilação assistida, da UTI para o centro de diagnósitco"
10106014,10106014,TUSS,Genetic counseling,2009-02-13,,,4196362,SNOMED,79841006,Procedure,0.9999999999993132,Aconselhamento genético
10106030,10106030,TUSS,Support for the adolescent's family member,2009-02-13,,,4072497,SNOMED,243115004,Observation,0.6737356781959534,Atendimento ao familiar do adolescente
10106049,10106049,TUSS,Pediatric care for pregnant women (3rd trimester),2009-02-13,,,4061787,SNOMED,169575000,Observation,0.6117567420005798,Atendimento pediátrico a gestantes (3º trimestre)
10106065,10106065,TUSS,"Physical and mental fitness examination, or for individuals with reduced mobility, for the purpose of registration or renewal of the CNH (National Driver's License)",2009-02-13,,,4063398,SNOMED,171351004,Procedure,0.2965368628501892,"Exame de aptidão física e mental, ou em portadores de mobilidade reduzida, para fins de inscrição ou renovação da CNH (Carteira Nacional de Habilitação)"
10106073,10106073,TUSS,Medical Board (three or more professionals) - intended for diagnostic clarification or management decisions in complex cases - upon referral by a professional.,2009-02-13,,,4140199,SNOMED,306344004,Observation,0.13332998752593994,Junta Médica (três ou mais profissionais) - destina-se ao esclarecimento diagnóstico ou decisão de conduta em caso de difícil solução - por profissional
10106090,10106090,TUSS,"Medical Board - payment of medical fees pertaining to a third opinion, in accordance with Consu resolution No. 8.",2009-02-13,,,4300169,SNOMED,77406008,Observation,0.17168045043945312,"Junta Médica - pagamento de honorários médicos referente a 3ª opinião, conforme resolução Consu nº 8"
10106103,10106103,TUSS,Medical examination,2009-02-13,,,44804305,SNOMED,719901000000108,Observation,0.9999999999994503,Perícia médica
10106111,10106111,TUSS,"Physical and mental fitness examination for the granting of tax benefits conferred by the Federal Revenue Secretariat and the State Treasury, to which persons with reduced mobility are entitled, with the need for vehicle adaptation.",2010-09-09,,,4064510,SNOMED,171345009,Procedure,0.07639658451080322,"Exame de aptidão física e mental para concessão de benefícios fiscais conferidos pelas Secretaria da Receita Federal e da Fazenda Estadual, a quem fazem jus portadores de mobilidade reduzida, com necessidade de adaptação veicular"
10106120,10106120,TUSS,"Physical and mental fitness examination for ratification, when physical and mental condition so requires, of the examinations performed by the social security agency, including restriction or release for driving a motor vehicle.",2010-09-09,,,4063395,SNOMED,171343002,Procedure,0.28992199897766113,"Exame de aptidão física e mental para ratificação, quando a condição física e mental assim o requerer, dos exames realizados pelo órgão previdenciário, incluindo restrição ou liberação para a condução de veículo automotor"
10106138,10106138,TUSS,"Special panel vehicle driving test - Clinical evaluation during the driving test, conducted by two doctors simultaneously",2010-09-09,,,4063395,SNOMED,171343002,Procedure,0.32089781761169434,Prova de direção veicular em banca especial - Avaliação Clínica durante a prova de direção veicular procedida por dois médicos simultaneamente
10106146,10106146,TUSS,Outpatient well-child care,2010-09-09,,,4145320,SNOMED,268481000,Observation,0.5228845477104187,Atendimento ambulatorial em puericultura
10106154,10106154,TUSS,"Outpatient pediatric ophthalmology for pre-verbal children (under 4 years old) or children with intellectual disability, communication difficulties, or who are uncooperative, provided in a medical office.",2023-10-01,,,4171881,SNOMED,419983000,Observation,0.32916760444641113,"ATENDIMENTO AMBULATORIAL OFTALMOLÓGICO DE CRIANÇA PRÉ-VERBAL (<4 ANOS) OU CRIANÇAS COM DÉFICIT INTELECTUAL, DIFICULDADE DE COMUNICAÇÃO OU POUCO COLABORATIVAS, REALIZADO EM CONSULTÓRIO"
10106162,10106162,TUSS,Ophthalmological evaluation for newborns in nursery or ICU,2021-08-01,,,4143745,SNOMED,34298002,Condition,0.6201829314231873,Atendimento para avaliação oftalmológica ao recém-nascido em berçário ou UTI
20101015,20101015,TUSS,Outpatient clinical follow-up after kidney transplant - for evaluation,2009-02-13,,,4010418,SNOMED,113127005,Procedure,0.5270280838012695,Acompanhamento clínico ambulatorial pós-transplante renal - por avaliação
20101023,20101023,TUSS,Analysis of kinanthropometric proportionality,2009-02-13,,,4160137,SNOMED,272389005,Observation,0.36784857511520386,Análise da proporcionalidade cineantropométrica
20101074,20101074,TUSS,Nutrological evaluation (includes consultation),2009-02-13,,,763457,SNOMED,441041000124100,Procedure,0.44519615173339844,Avaliação nutrológica (inclui consulta)
20101082,20101082,TUSS,Nutritional assessment pre and post-bariatric surgery (includes consultation),2009-02-13,,,45768716,SNOMED,707206008,Procedure,0.4752311706542969,Avaliação nutrológica pré e pós-cirurgia bariátrica (inclui consulta)
20101090,20101090,TUSS,Body composition assessment by anthropometry (includes consultation),2009-02-13,,,4115400,SNOMED,301337007,Observation,0.40008193254470825,Avaliação da composição corporal por antropometria (inclui consulta)
20101104,20101104,TUSS,Body composition assessment by bioimpedance,2009-02-13,,,4115400,SNOMED,301337007,Observation,0.6298860311508179,Avaliação da composição corporal por bioimpedanciometria
20101112,20101112,TUSS,Assessment of body composition by hydrostatic weighing,2009-02-13,,,4115400,SNOMED,301337007,Observation,0.6197310984134674,Avaliação da composição corporal por pesagem hidrostática
20101120,20101120,TUSS,Anti-doping control (for a 2-hour period) - during competitions,2009-02-13,,,4248982,SNOMED,408941008,Procedure,0.16037118434906006,Controle anti-doping (por período de 2 horas) - durante competições
20101139,20101139,TUSS,Anti-doping control (for a 2-hour period) - out of competition,2009-02-13,,,37393256,SNOMED,1014661000000101,Measurement,0.09905850887298584,Controle anti-doping (por período de 2 horas) - fora de competições
20101155,20101155,TUSS,Provision of services in sports delegations or competitions,2009-02-13,,,45757590,SNOMED,2351000175106,Observation,0.4996291995048523,Prestação de serviços em delegações ou competições esportivas
20101171,20101171,TUSS,Renal graft rejection - outpatient treatment - daily clinical evaluation,2009-02-13,,,4128369,SNOMED,236570004,Condition,0.37422001361846924,Rejeição de enxerto renal - tratamento ambulatorial - avaliação clínica diária
20101198,20101198,TUSS,Contact lens trial and fitting (session) - binocular,2009-02-13,,,40490965,SNOMED,448642000,Procedure,0.43464338779449463,Teste e adaptação de lente de contato (sessão) - binocular
20101201,20101201,TUSS,"Clinical and electronic evaluation of a patient with an implantable electronic cardiac device (pacemaker, multi-site stimulator/resynchronizer, defibrillator, or event monitor)",2021-04-01,,,4099402,SNOMED,25267002,Procedure,0.501888245344162,"Avaliação clínica e eletrônica de paciente portador de dispositivo cardíaco eletrônico implantável (marca-passo, estimulador multissítio/ressincronizador, desfibrilador ou monitor de eventos)"
20101210,20101210,TUSS,"Outpatient clinical follow-up post-corneal transplant -for evaluation from the 11th to the 30th day, up to 3 evaluations",2010-09-09,,,4056824,SNOMED,182775008,Observation,0.2188246250152588,Acompanhamento clínico ambulatorial pós-transplante de córnea -por avaliação do 11º ao 30º dia até 3 avaliações
20101228,20101228,TUSS,Post-bone marrow transplant outpatient clinical follow-up,2010-09-09,,,4081759,SNOMED,183655000,Observation,0.375141441822052,Acompanhamento clínico ambulatorial pós-transplante de medula óssea
20101236,20101236,TUSS,Comprehensive geriatric assessment - CGA,2016-01-01,,,3662103,SNOMED,1126801000000109,Procedure,0.7092849612236023,Avaliação geriátrica ampla - AGA
20101244,20101244,TUSS,Assessment and selection for unilateral cochlear implant,2021-08-01,,,4184185,SNOMED,43815004,Procedure,0.5062928199768066,Avaliação e seleção para implante coclear unilateral
20101252,20101252,TUSS,Unilateral cochlear implant activation,2021-08-01,,,4184185,SNOMED,43815004,Procedure,0.422544002532959,Ativação do implante coclear unilateral
20101260,20101260,TUSS,Mapping and balancing of the electrodes of the unilateral cochlear implant,2021-08-01,,,4184185,SNOMED,43815004,Procedure,0.3866581916809082,Mapeamento e balanceamento dos eletrodos do implante coclear unilateral
20101279,20101279,TUSS,Electrically evoked potential in the central auditory system,2021-08-01,,,4092336,SNOMED,251618002,Observation,0.6376935541629791,Potencial evocado eletricamente no sistema auditivo central
20101287,20101287,TUSS,Unilateral electrically elicited stapedial reflex,2021-08-01,,,4078938,SNOMED,19166009,Observation,0.6241500973701477,Reflexo estapediano eliciado eletricamente unilateral
20101295,20101295,TUSS,Replacement of the unilateral cochlear implant audio processor,2021-08-01,,,4062208,SNOMED,17084003,Procedure,0.5719029009342194,Troca do processador de áudio do implante coclear unilateral
20101309,20101309,TUSS,Clinical evaluation prior to cerebrospinal fluid (CSF) collection for single or repeated lumbar puncture – TAP test,2021-08-01,,,4065798,SNOMED,167699000,Measurement,0.3676273226737976,Avaliação clínica pré coleta de líquor no teste de punção lombar única ou repetida – TAP test
20101317,20101317,TUSS,Clinical evaluation after cerebrospinal fluid collection in single or repeated lumbar puncture test – TAP test,2021-08-01,,,4065798,SNOMED,167699000,Measurement,0.3480231761932373,Avaliação clínica pós coleta de líquor no teste de punção lombar única ou repetida – TAP test
20101325,20101325,TUSS,Evaluation and diagnosis of brain death - clinical examination confirming non-perceptive coma and absence of brainstem function,2021-08-01,,,4160041,SNOMED,398205000,Procedure,0.4387214183807373,Avaliação e diagnóstico de morte encefálica - exame clínico que confirme coma não perceptivo e ausência de função tronco encefálico
20101333,20101333,TUSS,Evaluation and diagnosis of brain death - apnea test confirming the absence of respiratory movements after maximal stimulation of respiratory centers,2021-08-01,,,4084921,SNOMED,281421004,Procedure,0.3680661916732788,Avaliação e diagnóstico de morte encefálica - teste de apneia que confirme ausência de movimentos respiratórios após estimulação máxima dos centros respiratórios
20101341,20101341,TUSS,Comprehensive neurological evaluation - ANA,2021-08-01,,,4021179,SNOMED,225398001,Procedure,0.4376137852668762,Avaliação neurológica ampla - ANA
20101350,20101350,TUSS,Programming of neurofunctional devices,2021-08-01,,,45768405,SNOMED,706749002,Device,0.5270066261291504,Programação de dispositivos neurofuncionais
20101368,20101368,TUSS,Oral food challenge test (OFC),2021-08-01,,,4092946,SNOMED,252249003,Measurement,0.49281615018844604,Teste de provocação oral (TPO) com alimentos
20101376,20101376,TUSS,Skin prick or intradermal test with medications (up to 3 drugs),2021-08-01,,,4242723,SNOMED,37968009,Measurement,0.38285118341445923,Teste cutâneo de puntura ou intradérmico com medicamentos (até 3 drogas)
20101384,20101384,TUSS,Oral medication challenge test,2021-08-01,,,44809256,SNOMED,835451000000105,Measurement,0.6798007488250732,Teste de provocação com medicamentos via oral
20101392,20101392,TUSS,Injectable drug provocation test,2021-08-01,,,4116188,SNOMED,302790007,Measurement,0.6228205263614655,Teste de provocação com medicamentos via injetável
20101406,20101406,TUSS,"Outpatient clinical follow-up after anti-glaucomatous fistulizing surgery - per evaluation from the 11th to the 30th day, up to three evaluations",2021-08-01,,,4284546,SNOMED,66902005,Procedure,0.23893457651138306,"Acompanhamento clínico ambulatorial pós-cirurgia fistulizante antoglaucomatosa - por avaliação do 11º ao 30º dia, até três avaliações"
20101414,20101414,TUSS,"Outpatient clinical follow-up for smokers, with evaluations from the 1st to the 90th day, up to 7 clinical assessments.",2021-08-01,,,4084839,SNOMED,183654001,Observation,0.17590469121932983,"Acompanhamento clínico ambulatorial do tabagista, por avaliação, do 1º ao 90º dia, até 7 avaliações clínicas"
20101422,20101422,TUSS,Non-invasive Monoximetry (Coex),2021-08-01,,,45766800,SNOMED,704042003,Observation,0.40271133184432983,Monoximetria não invasiva (Coex)
20101430,20101430,TUSS,"Outpatient clinical follow-up for postoperative congenital cataract or congenital glaucoma surgery, with evaluation from the 11th to the 30th day, up to 3 evaluations, in the office.",2021-08-01,,,3030863,LOINC,34867-2,Note,0.20010972023010254,"Acompanhamento clínico ambulatorial do pós-operatório de cirurgia de catarata congênita ou glaucoma congênito, por avaliação do 11º ao 30º dias, até 3 avaliações, em consultório"
20101449,20101449,TUSS,"Outpatient clinical follow-up of retinopathy of prematurity through evaluation from the 1st to the 30th day, up to 5 evaluations, in the office.",2021-08-01,,,373766,SNOMED,415297005,Condition,0.21823763847351074,"Acompanhamento clínico ambulatorial da retinopatia da prematuridade por avaliação do 1º ao 30º dia, até 5 avaliações, em consultório"
20101457,20101457,TUSS,"Outpatient clinical follow-up for acute anterior uveitis and/or active focal or disseminated chorioretinitis, with evaluations from day 1 to day 30, up to 5 assessments, conducted in the office.",2021-09-01,,,4284546,SNOMED,66902005,Procedure,0.24788492918014526,"Acompanhamento clínico ambulatorial de uveítes anteriores agudas e/ou coriorrenites focais ou disseminadas em atividade por avaliação do 1º ao 30º dia, até 5 avaliações, em consultório"
20101465,20101465,TUSS,Outpatient clinical follow-up after liver transplantation,2023-04-01,,,4081759,SNOMED,183655000,Observation,0.4522789716720581,Acompanhamento clínico ambulatorial pós-transplante hepático
20102011,20102011,TUSS,24-hour Holter - 2 or more channels - analog,2009-02-13,,,4098508,SNOMED,252417001,Procedure,0.4060589671134949,Holter de 24 horas - 2 ou mais canais - analógico
20102020,20102020,TUSS,24-hour Holter - 3 channels - digital,2009-02-13,,,4098508,SNOMED,252417001,Procedure,0.3629935383796692,Holter de 24 horas - 3 canais - digital
20102038,20102038,TUSS,Ambulatory Blood Pressure Monitoring (ABPM) (24 hours),2009-02-13,,,4015943,SNOMED,170599006,Observation,0.5457063019275665,Monitorização ambulatorial da pressão arterial - MAPA (24 horas)
20102062,20102062,TUSS,Symptomatic event monitor for 15 to 30 days (LOOPER),2009-02-13,,,4121324,SNOMED,302805002,Observation,0.06521999835968018,Monitor de eventos sintomáticos por 15 a 30 dias (LOOPER)
20102070,20102070,TUSS,Tilt test,2009-02-13,,,4033557,SNOMED,14769009,Procedure,0.9999999999995182,Tilt teste
20102089,20102089,TUSS,Holter System - 12 hours - 1 channel,2009-02-13,,,3019657,LOINC,8877-3,Measurement,0.395993173122406,Sistema Holter - 12 horas - 1 canal
20102097,20102097,TUSS,Holter System - 12 hours - 2 or more channels,2009-02-13,,,3023909,LOINC,8484-8,Measurement,0.42645472288131714,Sistema Holter - 12 horas - 2 ou mais canais
20102100,20102100,TUSS,Holter System - 24 hours - 1 channel,2009-02-13,,,4098508,SNOMED,252417001,Procedure,0.41630858182907104,Sistema Holter - 24 horas - 1 canal
20102119,20102119,TUSS,Scheduled electrocardiographic monitoring with transcription - non-continuous,2016-01-15,,,4141651,SNOMED,266706003,Procedure,0.45174872875213623,Monitorização eletrocardiográfica programada com transcrição - não contínua
20102127,20102127,TUSS,7-day Holter,2012-10-10,,,37155246,SNOMED,35171000087106,Procedure,0.518433153629303,Holter 7 dias
20102135,20102135,TUSS,Ambulatory EEG,2012-10-10,,,4098779,SNOMED,252735006,Procedure,0.9999999999983571,Holter cerebral
20102143,20102143,TUSS,Tilt test with pharmacological challenges,2012-10-10,,,4033557,SNOMED,14769009,Procedure,0.4334876537322998,Tilt teste com provas farmacológicas
20102151,20102151,TUSS,Management of patients with obstructive sleep apnea eligible for treatment with continuous positive airway pressure,2021-08-01,,,3661882,SNOMED,34281000175105,Procedure,0.4885357618331909,Gestão de pacientes com apneia obstrutiva do sono elegíveis para tratamento com pressão positiva contínua em via aérea
20102160,20102160,TUSS,5-day ambulatory blood pressure monitoring - ABPM 5d,2021-08-01,,,40491004,SNOMED,448678005,Procedure,0.3964889645576477,Monitorização ambulatorial da pressão arterial de 5 dias - MAPA 5d
20102178,20102178,TUSS,Continuous monitoring of respiratory failure in patients with amyotrophic lateral sclerosis (ALS) requiring non-invasive ventilatory support,2024-10-01,,,37152401,SNOMED,1186732005,Procedure,0.3586622476577759,Monitorização contínua da insuficiência respiratória em pacientes com esclerose lateral amiotrófica (ELA) que necessitam de assistência ventilatória não-invasiva
20103018,20103018,TUSS,Adaptation and training of optical aids for low vision (per session) - binocular,2009-02-13,,,4225863,SNOMED,40505001,Observation,0.3277994990348816,Adaptação e treinamento de recursos ópticos para visão subnormal (por sessão) - binocular
20103026,20103026,TUSS,Bilateral amputation (stump preparation),2009-02-13,,,4298546,SNOMED,76793000,Procedure,0.5561286509037018,Amputação bilateral (preparação do coto)
20103034,20103034,TUSS,Bilateral amputation (prosthetic training),2009-02-13,,,4079918,SNOMED,183297003,Observation,0.5678044557571411,Amputação bilateral (treinamento protético)
20103042,20103042,TUSS,Unilateral amputation (stump preparation),2009-02-13,,,4298546,SNOMED,76793000,Procedure,0.5053472518920898,Amputação unilateral (preparação do coto)
20103050,20103050,TUSS,Unilateral amputation (prosthetic training),2009-02-13,,,4079918,SNOMED,183297003,Observation,0.5387132465839386,Amputação unilateral (treinamento protético)
20103069,20103069,TUSS,Physiatric respiratory care in pre- and post-operative surgical conditions.,2009-02-13,,,4145658,SNOMED,266739000,Procedure,0.4473913311958313,Assistência fisiátrica respiratória em pré e pós-operatório de condições cirúrgicas
20103077,20103077,TUSS,Ataxias,2009-02-13,,,36308315,LOINC,LA24636-5,Meas Value,0.7588521540164948,Ataxias
20103093,20103093,TUSS,Physiatric care for patients in the pre- and post-operative period to prevent sequelae,2009-02-13,,,4305315,SNOMED,133897009,Observation,0.46433907747268677,Atendimento fisiátrico no pré e pós-operatório de pacientes para prevenção de sequelas
20103107,20103107,TUSS,Physiatric care in pre and post-partum,2009-02-13,,,4047392,SNOMED,133906008,Observation,0.6616238951683044,Atendimento fisiátrico no pré e pós-parto
20103115,20103115,TUSS,Reflex activity or application of specific kinesiotherapy technique,2009-02-13,,,706524,LOINC,LP172954-2,Meas Value,0.38609808683395386,Atividade reflexa ou aplicação de técnica cinesioterápica específica
20103123,20103123,TUSS,Posture school activities (maximum 10 people) - per session,2009-02-13,,,4208969,SNOMED,313211008,Observation,0.1611618995666504,Atividades em escola de postura (máximo de 10 pessoas) - por sessão
20103131,20103131,TUSS,Biofeedback with EMG,2009-02-13,,,4267965,SNOMED,36430006,Observation,0.7975740283727646,Biofeedback com EMG
20103140,20103140,TUSS,"Phenolic, alcoholic, or botulinum toxin block per body segment",2009-02-13,,,21494807,LOINC,80215-7,Measurement,0.09667372703552246,"Bloqueio fenólico, alcoólico ou com toxina botulínica por segmento corporal"
20103158,20103158,TUSS,Fabrication of orthoses in thermosensitive material (per unit),2009-02-13,,,35621829,SNOMED,763084006,Procedure,0.3963087797164917,Confecção de órteses em material termo-sensível (por unidade)
20103166,20103166,TUSS,Fabrication of immediate prosthesis,2009-02-13,,,4082939,SNOMED,278118008,Device,0.5997416079044342,Confecção de prótese imediata
20103174,20103174,TUSS,Fabrication of temporary prosthesis,2009-02-13,,,4106645,SNOMED,258167006,Device,0.7025931477546692,Confecção de prótese provisória
20103182,20103182,TUSS,Spinal postural deviations,2009-02-13,,,4009464,SNOMED,111952004,Observation,0.6933404207229614,Desvios posturais da coluna vertebral
20103190,20103190,TUSS,Vesicourethral dysfunction,2009-02-13,,,4041820,SNOMED,229727006,Condition,0.5839731693267822,Disfunção vésico-uretral
20103204,20103204,TUSS,Reflex sympathetic dystrophy,2009-02-13,,,42536233,SNOMED,734947007,Condition,0.9999999999991117,Distrofia simpático-reflexa
20103212,20103212,TUSS,Arterio-venous and lymphatic circulatory disorders,2009-02-13,,,134057,SNOMED,49601007,Condition,0.5342915058135986,Distúrbios circulatórios artério-venosos e linfáticos
20103220,20103220,TUSS,Lung diseases treated in outpatient clinic,2009-02-13,,,45878058,LOINC,LA10280-8,Meas Value,0.4778767228126526,Doenças pulmonares atendidas em ambulatório
20103239,20103239,TUSS,Orthoptic exercises (per session),2009-02-13,,,4225863,SNOMED,40505001,Observation,0.6787536442279816,Exercícios de ortóptica (por sessão)
20103247,20103247,TUSS,Exercises for asthmatic rehabilitation (ERAC) - per group session,2009-02-13,,,4263081,SNOMED,361182006,Observation,0.26144522428512573,Exercícios para reabilitação do asmático (ERAC) - por sessão coletiva
20103255,20103255,TUSS,Exercises for asthmatic rehabilitation (ERAI) - per individual session,2009-02-13,,,45770061,SNOMED,922341000000101,Procedure,0.17486602067947388,Exercícios para reabilitação do asmático (ERAI) - por sessão individual
20103263,20103263,TUSS,Hemiparesis,2009-02-13,,,4065756,SNOMED,20022000,Condition,0.9999999999986983,Hemiparesia
20103271,20103271,TUSS,Hemiplegia,2009-02-13,,,21499273,LOINC,LA25274-4,Meas Value,0.9999999999989698,Hemiplegia
20103280,20103280,TUSS,Hemiplegia and hemiparesis with aphasia,2009-02-13,,,44782781,SNOMED,48601000119107,Condition,0.6229935884475708,Hemiplegia e hemiparesia com afasia
20103298,20103298,TUSS,Hypoplasia or agenesis of limbs,2009-02-13,,,4267437,SNOMED,62588002,Condition,0.6792078018188477,Hipo ou agenesia de membros
20103301,20103301,TUSS,Trigger point injection (per muscle) or dry needling (per muscle),2009-02-13,,,45884931,LOINC,LA11316-9,Meas Value,0.268235981464386,Infiltração de ponto gatilho (por músculo) ou agulhamento seco (por músculo)
20103310,20103310,TUSS,Peripheral nerve injury affecting more than one nerve with sensory and/or motor changes,2009-02-13,,,381733,SNOMED,42074003,Condition,0.6366873383522034,Lesão nervosa periférica afetando mais de um nervo com alterações sensitivas e/ou motoras
20103328,20103328,TUSS,Peripheral nerve injury affecting a nerve with sensory and/or motor alterations,2009-02-13,,,4116572,SNOMED,285596009,Condition,0.6873456537723541,Lesão nervosa periférica afetando um nervo com alterações sensitivas e/ou motoras
20103336,20103336,TUSS,Vertebral manipulation,2009-02-13,,,4185884,SNOMED,44275008,Procedure,0.7100263833999634,Manipulação vertebral
20103344,20103344,TUSS,Myopathies,2009-02-13,,,137275,SNOMED,129565002,Condition,0.898906446993351,Miopatias
20103360,20103360,TUSS,Patient with C.O.P.D. in outpatient care requiring respiratory re-education and rehabilitation,2009-02-13,,,44793074,SNOMED,371611000000107,Observation,0.3539080023765564,Paciente com D.P.O.C. em atendimento ambulatorial necessitando reeducação e reabilitação respiratória
20103379,20103379,TUSS,"Patient in post-operative cardiac surgery, seen in outpatient clinic, two to three times per week.",2009-02-13,,,4084838,SNOMED,183646003,Observation,0.2718062996864319,"Paciente em pós-operatório de cirurgia cardíaca, atendido em ambulatório, duas a três vezes por semana"
20103387,20103387,TUSS,"Patients with ischemic heart disease, seen as outpatients between 8 and 24 weeks.",2009-02-13,,,37017177,SNOMED,713405002,Condition,0.2657320499420166,"Pacientes com doença isquêmica do coração, atendido em ambulatório de 8 a 24 semanas"
20103395,20103395,TUSS,"Patients with ischemic heart disease, seen in an outpatient setting, up to 8 weeks into the program",2009-02-13,,,319844,SNOMED,413439005,Condition,0.21898120641708374,"Pacientes com doença isquêmica do coração, atendido em ambulatório, até 8 semanas de programa"
20103409,20103409,TUSS,Patients with neuromusculoskeletal diseases with integumentary involvement,2009-02-13,,,45884854,LOINC,LA18282-6,Meas Value,0.47575730085372925,Pacientes com doenças neuro-músculo-esqueléticas com envolvimento tegumentar
20103417,20103417,TUSS,"Patients without clinically manifest coronary artery disease, but considered high-risk, treated in an outpatient clinic two to three times per week.",2009-02-13,,,1621112,LOINC,LA31838-8,Meas Value,0.18330234289169312,"Pacientes sem doença coronariana clinicamente manifesta, mas considerada de alto  risco,  atendido  em ambulatório, duas a três vezes por semana"
20103425,20103425,TUSS,Cerebral palsy,2009-02-13,,,4134120,SNOMED,128188000,Condition,0.9999999999994206,Paralisia cerebral
20103433,20103433,TUSS,Cerebral palsy with communication disorder,2009-02-13,,,37396726,SNOMED,716635007,Condition,0.6258752942085266,Paralisia cerebral com distúrbio de comunicação
20103441,20103441,TUSS,Paraparesis/Tetraparesis,2009-02-13,,,444419,SNOMED,91327001,Condition,0.7256938219070435,Paraparesia/tetraparesia
20103450,20103450,TUSS,Paraplegia and tetraplegia,2009-02-13,,,192606,SNOMED,60389000,Condition,0.7295265197753906,Paraplegia e tetraplegia
20103468,20103468,TUSS,Parkinson,2009-02-13,,,4140090,SNOMED,32798002,Condition,0.9201483055949211,Parkinson
20103476,20103476,TUSS,Neurological pathology with dependence on activities of daily living,2009-02-13,,,36308796,LOINC,LA22092-3,Meas Value,0.4136084318161011,Patologia neurológica com dependência de atividades da vida diária
20103484,20103484,TUSS,Osteomyoarticular pathology in a limb,2009-02-13,,,4326828,SNOMED,430889003,Condition,0.5027934610843658,Patologia osteomioarticular em um membro
20103492,20103492,TUSS,Musculoskeletal pathology in two or more limbs,2009-02-13,,,4244662,SNOMED,928000,Condition,0.4979851245880127,Patologia osteomioarticular em dois ou mais membros
20103506,20103506,TUSS,Osteomioarticular pathology in a segment of the spine,2009-02-13,,,433565,SNOMED,53406005,Condition,0.5504072904586792,Patologia osteomioarticular em um segmento da coluna
20103514,20103514,TUSS,Osteomioarticular pathology in different segments of the spine,2009-02-13,,,433565,SNOMED,53406005,Condition,0.46057647466659546,Patologia osteomioarticular em diferentes segmentos da coluna
20103522,20103522,TUSS,Osteomyoarticular pathologies with dependence in activities of daily living,2009-02-13,,,4001142,SNOMED,203144000,Condition,0.39072513580322266,Patologias osteomioarticulares com dependência de atividades da vida diária
