,source_code,source_concept_id,source_vocabulary_id,source_code_description,valid_start_date,valid_end_date,invalid_reason,target_concept_id,target_vocabulary_id,target_vocabulary_code,domain_id,confidence_score,target_concept_id_match,ref_target_concept_id,ref_target_vocabulary_code
47,0202031357,0.0,SUS,In-Vitro Qualitative Test for Detection of Rifampicin and/or Dapsone and/or Ofloxacin Resistance in Mycobacterium leprae in Hansen's Disease Patients with Suspected Antimicrobial Resistance,1970-01-01,2099-12-31,,36303487.0,LOINC,89486-5,Measurement,0.2250326871871948,False,43534043,72870-9
48,0202050220,0.0,SUS,SEARCH FOR PHENYLKETONE IN URINE,1970-01-01,2099-12-31,,3023858.0,LOINC,2769-8,Measurement,0.595883846282959,False,4010486,
49,0202080250,0.0,SUS,DIRECT MYCOLOGICAL EXAM,1970-01-01,2099-12-31,,4078135.0,SNOMED,275716001,Measurement,0.2728707194328308,False,4239515,69267006
50,0202090361,0.0,SUS,Molecular Test for Detection of Mycobacterium tuberculosis Complex,1970-01-01,2099-12-31,,36304726.0,LOINC,88874-3,Measurement,0.4805192351341247,False,37020136,92827-5
51,0202100200,0.0,SUS,Complete Exome Sequencing,1970-01-01,2099-12-31,,36203728.0,LOINC,86205-2,Measurement,0.442546546459198,True,36203728,86205-2
52,0202100219,0.0,SUS,Philadelphia Chromosome-Positive Leukemia Diagnosis by Molecular Technique,1970-01-01,2099-12-31,,42869858.0,LOINC,72103-5,Measurement,0.2556048035621643,False,46235651,75892-0
53,0202100227,0.0,SUS,Diagnostic Reassessment of Philadelphia Chromosome-Positive Leukemia by Molecular Technique,1970-01-01,2099-12-31,,40485072.0,SNOMED,444157002,Measurement,0.182944655418396,False,3049056,46434-7
54,0202100235,0.0,SUS,Prothrombin Gene Mutation Testing,1970-01-01,2099-12-31,,40485488.0,SNOMED,444225007,Measurement,0.3686388731002807,False,3025008,24475-6
55,0202110150,0.0,SUS,Anti-Toxoplasma gondii IgM Testing in Dried Blood Samples (Part of Newborn Screening),1970-01-01,2099-12-31,,3050965.0,LOINC,54088-0,Measurement,0.5655109882354736,True,3050965,54088-0
56,0204010217,0.0,SUS,Interproximal X-Ray (Bite Wing),1970-01-01,2099-12-31,,4081551.0,SNOMED,241046008,Procedure,0.4446468353271484,False,3052292,46386-9
57,0204010225,0.0,SUS,Periapical X-Ray,1970-01-01,2099-12-31,,4346193.0,SNOMED,241047004,Procedure,0.5763562023639679,False,40765180,62443-7
58,0205020208,0.0,SUS,Unilateral Breast Ultrasound for Evaluation of Possible Implant Complications,1970-01-01,2099-12-31,,42535066.0,SNOMED,1571000087109,Procedure,0.3395721912384033,False,3011756,24601-7
59,0205020216,0.0,SUS,Bilateral Breast Ultrasound for Evaluation of Possible Implant Complications,1970-01-01,2099-12-31,,42535066.0,SNOMED,1571000087109,Procedure,0.4543783068656921,False,3007444,26214-7
60,0205020224,0.0,SUS,ULTRASONIC HEPATIC ELASTOGRAPHY,1970-01-01,2099-12-31,,40479203.0,SNOMED,441491005,Procedure,0.5752268433570862,False,40491501,448764002
61,0207020043,0.0,SUS,Unilateral Breast Magnetic Resonance Imaging for Evaluation of Possible Implant Complications - Restricted to Cases of Unilateral Implantation,1970-01-01,2099-12-31,,4328023.0,SNOMED,431249008,Procedure,0.4617288112640381,False,40771712,69191-5
62,0207020051,0.0,SUS,Bilateral Breast Magnetic Resonance Imaging for Evaluation of Possible Implant Complications,1970-01-01,2099-12-31,,40771686.0,LOINC,69165-9,Procedure,0.5129014849662781,True,40771686,69165-9
63,0208070010,0.0,SUS,LUNG SCINTIGRAPHY WITH GALLIUM-67,1970-01-01,2099-12-31,,37017303.0,SNOMED,713553001,Procedure,0.5170193910598755,False,4160914,373205008
64,0208070028,0.0,SUS,LUNG SCINTIGRAPHY FOR ASPIRATION STUDY,1970-01-01,2099-12-31,,4160712.0,SNOMED,431430006,Procedure,0.4328479766845703,False,4160914,373205008
65,0211020079,0.0,SUS,Pulse Oximetry (Heart Test for Newborns),1970-01-01,2099-12-31,,4098046.0,SNOMED,252465000,Measurement,0.3623212575912475,False,43533828,73805-4
66,0211020087,0.0,SUS,Electrocardiogram Performed in Mobile Emergency Services,1970-01-01,2099-12-31,,4163951.0,SNOMED,29303009,Procedure,0.4197336435317993,False,36308175,LA24331-3
67,0211020095,0.0,SUS,Synchronous Electrocardiogram Teleinterpretation,1970-01-01,2099-12-31,,4156045.0,SNOMED,271921002,Measurement,0.3179339170455932,False,3013512,11524-6
68,0211030015,0.0,SUS,KINEMATIC EVALUATION AND LINEAR PARAMETERS,1970-01-01,2099-12-31,,4179815.0,SNOMED,42803009,Procedure,0.201911985874176,False,4033552,14736009
69,0211030023,0.0,SUS,KINETIC KINEMATIC AND LINEAR PARAMETERS EVALUATION,1970-01-01,2099-12-31,,4179815.0,SNOMED,42803009,Procedure,0.1934595704078674,False,4272341,64111008
70,0211060283,0.0,SUS,Optical Coherence Tomography,1970-01-01,2099-12-31,,4213040.0,SNOMED,392010000,Procedure,0.9157989993691444,False,36303405,87674-8
71,0211070386,0.0,SUS,MAPPING AND BALANCING OF ELECTRODES,1970-01-01,2099-12-31,,37396832.0,SNOMED,716780000,Device,0.1180416941642761,True,37396832,716780000
72,0211070424,0.0,SUS,Evoked Otoacoustic Emissions for Hearing Screening (Otoacoustic Emissions Test/Retest),1970-01-01,2099-12-31,,4091145.0,SNOMED,252624005,Measurement,0.4161035418510437,False,45879711,LA10389-7
73,0211070432,0.0,SUS,Complete Audiometric Evaluation for Hearing Screening (Hearing Test/Retest),1970-01-01,2099-12-31,,4236482.0,SNOMED,91005004,Procedure,0.4227904081344604,False,45878021,LA10387-1
74,0211080071,0.0,SUS,PHARMACODYNAMIC TEST,1970-01-01,2099-12-31,,4237008.0,SNOMED,405784000,Procedure,0.2045915126800537,False,706328,LP173003-7
75,0211090050,0.0,SUS,DETERMINATION OF INTRA-ABDOMINAL PRESSURE,1970-01-01,2099-12-31,,4197273.0,SNOMED,51497000,Observation,0.3948601484298706,False,40491510,448772000
76,0212020056,0.0,SUS,PREPARATION OF WASHED COMPONENTS,1970-01-01,2099-12-31,,4228066.0,SNOMED,88778001,Observation,0.3229774236679077,False,4021034,225272009
77,0213010690,0.0,SUS,DRUG SUSCEPTIBILITY TEST FOR TUBERCULOSIS,1970-01-01,2099-12-31,,4015325.0,SNOMED,104231006,Measurement,0.3960261940956116,False,4090826,252103004
78,0213010720,0.0,SUS,SARS-CoV-2 RNA Testing by RT-PCR,1970-01-01,2099-12-31,,3667069.0,SNOMED,871560001,Measurement,0.7528217732906342,False,715261,94822-4
79,0213010755,0.0,SUS,LINE PROBE ASSAY HYBRIDIZATION TEST FOR TUBERCULOSIS (LPA),1970-01-01,2099-12-31,,3048086.0,LOINC,38379-4,Measurement,0.2029058933258056,False,4225094,84888000
80,0214010155,0.0,SUS,Rapid Proteinuria Test,1970-01-01,2099-12-31,,4220762.0,SNOMED,417187008,Measurement,0.4126173853874206,False,3005897,5804-0
81,0214010163,0.0,SUS,Rapid Test for SARS-CoV-2 Detection,1970-01-01,2099-12-31,,723477.0,LOINC,94558-4,Measurement,0.4209730625152588,True,723477,94558-4
82,0214010171,0.0,SUS,Rapid Test for IgM Antibodies Against Mycobacterium leprae,1970-01-01,2099-12-31,,1259466.0,LOINC,104432-0,Measurement,0.3063703775405884,False,36310106,LA28425-9
83,0214010180,0.0,SUS,Rapid Malaria Test,1970-01-01,2099-12-31,,4310470.0,SNOMED,391513009,Measurement,0.5047461986541748,False,40760087,56968-1
84,0214010198,0.0,SUS,RAPID LF-LAM TEST FOR TUBERCULOSIS,1970-01-01,2099-12-31,,,,,,1.0,False,4065058,171400006
85,0214010201,0.0,SUS,RAPID IMMUNOCHROMATOGRAPHIC TEST FOR DETECTION OF ANTIBODIES IN HUMAN WHOLE BLOOD SERUM OR PLASMA FOR THE DIAGNOSIS OF LVH,1970-01-01,2099-12-31,,3032965.0,LOINC,49580-4,Measurement,0.2459248304367065,False,3036472,888-8
86,0214010210,0.0,SUS,CRAG RAPID TEST FOR CRYPTOCOCCOSIS,1970-01-01,2099-12-31,,42869378.0,LOINC,70910-5,Measurement,0.2906602621078491,False,4027523,13173008
87,0301010099,0.0,SUS,CONSULTATION FOR CLINICAL EVALUATION OF SMOKERS,1970-01-01,2099-12-31,,761009.0,SNOMED,1311000175101,Procedure,0.3539831042289734,False,4297090,386053000
88,0301010196,0.0,SUS,CLINICAL EVALUATION FOR DIAGNOSIS OF RARE DISEASES - AXIS I: 1 - CONGENITAL ANOMALIES OR LATE ONSET,1970-01-01,2099-12-31,,36308650.0,LOINC,LA20354-9,Meas Value,0.1733026504516601,False,40757662,54531-9
89,0301010250,0.0,SUS,Primary Care Teleconsultation,1970-01-01,2099-12-31,,35621904.0,SNOMED,763184009,Procedure,0.4346954226493835,True,35621904,763184009
90,0301010269,0.0,SUS,Child Growth Assessment in Pediatrics,1970-01-01,2099-12-31,,4237488.0,SNOMED,408984009,Procedure,0.4052422046661377,False,4237491,408990008
91,0301010277,0.0,SUS,Child Development Assessment in Pediatrics,1970-01-01,2099-12-31,,44803208.0,SNOMED,360741000000103,Observation,0.5217413008213043,True,44803208,360741000000103
92,0301010285,0.0,SUS,Evaluation of Sexual Maturation Stage,1970-01-01,2099-12-31,,4273017.0,SNOMED,365400002,Observation,0.3730750679969787,False,4238767,363904003
93,0301010293,0.0,SUS,Adolescent Care in Socio-Educational Measures,1970-01-01,2099-12-31,,4250605.0,SNOMED,408999009,Observation,0.4294154047966003,True,4250605,408999009
94,0301010307,0.0,SUS,Specialist Medical Teleconsultation,1970-01-01,2099-12-31,,3661640.0,SNOMED,868184008,Observation,0.3632627129554748,False,5083,
95,0301010315,0.0,SUS,Non-Medical Specialist Teleconsultation (Except Physician),1970-01-01,2099-12-31,,35621904.0,SNOMED,763184009,Procedure,0.2661058306694031,True,35621904,763184009
96,0301010323,0.0,SUS,Daily Assessment of Pregnant Women at the Maternity Ward,1970-01-01,2099-12-31,,4250610.0,SNOMED,409010002,Procedure,0.2825608253479004,False,764406,454531000124103
97,0301010331,0.0,SUS,Daily Assessment of Puerperal Women at the Maternity Ward,1970-01-01,2099-12-31,,4254368.0,SNOMED,409018009,Procedure,0.2537436485290527,False,764406,454531000124103
98,0301010340,0.0,SUS,Daily Assessment of Puerperal Women with Newborns in Neonatal Units at the Maternity Ward,1970-01-01,2099-12-31,,4254368.0,SNOMED,409018009,Procedure,0.3018887639045715,False,4172504,422678005
99,0301010358,0.0,SUS,Daily Assessment of Newborns or Children at the Maternity Ward,1970-01-01,2099-12-31,,4254358.0,SNOMED,408987002,Procedure,0.3402721881866455,False,4172504,422678005
100,0301010366,0.0,SUS,High-Risk Pregnant Women Prenatal Consultation,1970-01-01,2099-12-31,,45765728.0,SNOMED,702738006,Observation,0.4021377563476562,False,4302252,386322007
101,0301010374,0.0,SUS,Follow-up Consultation for Newborns and Children Discharged from Neonatal Units,1970-01-01,2099-12-31,,4094043.0,SNOMED,281036007,Observation,0.2729822993278503,False,4303436,386369002
102,0301010382,0.0,SUS,Cardiovascular Risk Stratification,1970-01-01,2099-12-31,,40480874.0,SNOMED,441829007,Procedure,0.3921217918395996,False,4194408,395112001
103,0301020019,0.0,SUS,FOLLOW-UP OF PATIENT WITH WORK-RELATED DISEASES,1970-01-01,2099-12-31,,4015728.0,SNOMED,170558000,Observation,0.2497996687889099,False,4208353,313080005
104,0301020027,0.0,SUS,FOLLOW-UP OF PATIENT WITH WORK-RELATED SEQUELAE,1970-01-01,2099-12-31,,4084839.0,SNOMED,183654001,Observation,0.3285071849822998,False,45880098,LA9177-2
105,0301020035,0.0,SUS,ISSUANCE OF OPINION ON CAUSAL LINK,1970-01-01,2099-12-31,,,,,,1.0,False,4156191,272132000
106,0301020043,0.0,SUS,EPIDEMIOLOGICAL INVESTIGATION OF DEATH DUE TO WORK-RELATED DISEASES INJURIES OR ACCIDENTS,1970-01-01,2099-12-31,,40771951.0,LOINC,69444-8,Observation,0.2121180295944214,False,1176205,91010-9
107,0301020051,0.0,SUS,INVESTIGATION OF THE RELATIONSHIP OF WORK-RELATED DISEASE OR INJURY FOR EPIDEMIOLOGICAL PURPOSES,1970-01-01,2099-12-31,,1176205.0,LOINC,91010-9,Observation,0.1375866532325744,False,4208353,313080005
108,0301030111,0.0,SUS,MEDICAL REGULATION OF EMERGENCY BY SAMU 192 CENTER WITH MULTIPLE RESOURCE DEPLOYMENT,1970-01-01,2099-12-31,,4249865.0,SNOMED,409971007,Observation,0.2343376278877258,False,44804380,720131000000100
109,0301030154,0.0,SUS,REMOVAL IN A SIMPLE TRANSPORT AMBULANCE (TYPE A AMBULANCE),1970-01-01,2099-12-31,,36307580.0,LOINC,LA28082-8,Meas Value,0.2180428504943847,False,38004353,
110,0301040060,0.0,SUS,COLLECTION OF EVIDENCE OF SEXUAL VIOLENCE,1970-01-01,2099-12-31,,44811344.0,SNOMED,864141000000109,Observation,0.1012057065963745,False,44803813,722771000000103
111,0301040109,0.0,SUS,Auriculotherapy Session,1970-01-01,2099-12-31,,44790232.0,SNOMED,231391000000100,Procedure,0.7320563495159149,False,2008412,
112,0301040117,0.0,SUS,Massage Session,1970-01-01,2099-12-31,,4302819.0,SNOMED,387854002,Procedure,0.5711352229118347,False,21498681,LA25338-7
113,0301040125,0.0,SUS,Thermal/Crenotherapy Treatment Guidance,1970-01-01,2099-12-31,,4108855.0,SNOMED,180333002,Procedure,0.4172104597091675,False,3003037,21946-9
114,0301040141,0.0,SUS,Insertion of Intrauterine Device (IUD),1970-01-01,2099-12-31,,4275113.0,SNOMED,65200003,Procedure,0.735437422990799,True,4275113,65200003
115,0301040150,0.0,SUS,Removal of Intrauterine Device (IUD),1970-01-01,2099-12-31,,37166976.0,SNOMED,1263416007,Procedure,0.6795938014984131,True,37166976,1263416007
116,0301040168,0.0,SUS,Preoperative Procedures Performed in the Healthcare Network - Supplementary,1970-01-01,2099-12-31,,42527886.0,LOINC,85064-4,Observation,0.3336220383644104,False,40295754,133858001
117,0301040176,0.0,SUS,Insertion of Etonogestrel-Releasing Subdermal Implant,1970-01-01,2099-12-31,,4231935.0,SNOMED,438455008,Procedure,0.721492350101471,True,4231935,438455008
118,0301040184,0.0,SUS,Removal of Etonogestrel-Releasing Subdermal Implant,1970-01-01,2099-12-31,,40483594.0,SNOMED,442490009,Procedure,0.7827151715755463,True,40483594,442490009
119,0301050023,0.0,SUS,HOME CARE BY A MULTIDISCIPLINARY TEAM.,1970-01-01,2099-12-31,,44804895.0,SNOMED,782671000000103,Procedure,0.2874743938446045,True,44804895,782671000000103
120,0301050031,0.0,SUS,HOME CARE BY A MULTIDISCIPLINARY TEAM IN SPECIALIZED CARE,1970-01-01,2099-12-31,,4252366.0,SNOMED,408458006,Observation,0.2972792387008667,True,4252366,408458006
121,0301050040,0.0,SUS,MULTIDISCIPLINARY THERAPEUTIC HOME CARE IN HIV/AIDS (ADTM),1970-01-01,2099-12-31,,4172515.0,SNOMED,277132007,Procedure,0.320803165435791,False,4252366,408458006
122,0301050139,0.0,SUS,ACTIVE SEARCH,1970-01-01,2099-12-31,,,,,,1.0,False,4076083,225211008
123,0301070156,0.0,SUS,MULTIDISCIPLINARY EVALUATION IN VISUAL IMPAIRMENT,1970-01-01,2099-12-31,,4193304.0,SNOMED,312384001,Procedure,0.2749618887901306,False,44802117,492361000000106
124,0301070210,0.0,SUS,Rehabilitation of Post-COVID-19 Patients,1970-01-01,2099-12-31,,608506.0,SNOMED,1325831000000100,Observation,0.2815788388252258,False,4180248,52052004
125,0301070229,0.0,SUS,Cardiorespiratory Rehabilitation for Post-COVID-19 Patients,1970-01-01,2099-12-31,,4035793.0,SNOMED,15081005,Procedure,0.2195175886154174,False,44806184,790841000000106
126,0301070237,0.0,SUS,Telephysical Rehabilitation/Teletherapy,1970-01-01,2099-12-31,,618903.0,SNOMED,879784008,Observation,0.3487079739570617,False,4032376,108305003
127,0301070245,0.0,SUS,Telerehabilitation for Visual Impairment,1970-01-01,2099-12-31,,4280818.0,SNOMED,65943000,Procedure,0.3806580305099487,True,4280818,65943000
128,0301070253,0.0,SUS,Teleaudiological Rehabilitation/Teletherapy for Hearing,1970-01-01,2099-12-31,,4030175.0,SNOMED,108250004,Procedure,0.4840515851974487,False,4235465,91193004
129,0301070261,0.0,SUS,Teleintellectual Rehabilitation/Teletherapy,1970-01-01,2099-12-31,,45765517.0,SNOMED,702474001,Procedure,0.2269101738929748,False,4180248,52052004
130,0301070270,0.0,SUS,Team Matriculation for the Health Care of People with Disabilities at Other Levels of the Health Care Network,1970-01-01,2099-12-31,,46237708.0,LOINC,LA22081-6,Meas Value,-0.0046623945236206,False,38004298,
131,0301070288,0.0,SUS,Discharge Based on Achieved Therapeutic Objectives in Specialized Care,1970-01-01,2099-12-31,,1617236.0,LOINC,97842-9,Observation,0.5408511161804199,False,4140327,306404005
132,0301070296,0.0,SUS,EARLY STIMULATION RELATED TO NEURODEVELOPMENT IN SPECIALIZED CARE,1970-01-01,2099-12-31,,4043063.0,SNOMED,228529001,Procedure,0.1569231748580932,False,4194672,79206001
133,0301070300,0.0,SUS,CARE FOR FAMILY MEMBERS CAREGIVERS AND/OR COMPANIONS OF PERSONS WITH DISABILITIES IN SPECIALIZED REHABILITATION SERVICES,1970-01-01,2099-12-31,,4295070.0,SNOMED,385860003,Procedure,0.241452932357788,False,44811422,893221000000106
134,0301080062,0.0,SUS,INTENSIVE FOLLOW-UP FOR PATIENT IN MENTAL HEALTH,1970-01-01,2099-12-31,,44790935.0,SNOMED,248691000000104,Procedure,0.3224120140075683,False,45878542,LA4235-3
135,0301080070,0.0,SUS,INTENSIVE FOLLOW-UP FOR ALCOHOL/DRUG USER,1970-01-01,2099-12-31,,4032377.0,SNOMED,108310004,Procedure,0.3937453627586365,False,2618148,
136,0301080097,0.0,SUS,NON-INTENSIVE FOLLOW-UP OF ALCOHOL/DRUG USER PATIENT,1970-01-01,2099-12-31,,4188025.0,SNOMED,414283008,Observation,0.2234171628952026,False,2618105,
137,0301080127,0.0,SUS,SEMI-INTENSIVE FOLLOW-UP OF PATIENTS IN MENTAL HEALTH,1970-01-01,2099-12-31,,44790935.0,SNOMED,248691000000104,Procedure,0.2899826169013977,False,4237058,91310009
138,0301080135,0.0,SUS,SEMI-INTENSIVE FOLLOW-UP FOR ALCOHOL/DRUG USER,1970-01-01,2099-12-31,,4188025.0,SNOMED,414283008,Observation,0.2612509727478027,False,2618105,
139,0301080186,0.0,SUS,OVERNIGHT ACCOMMODATION FOR PATIENTS OF A PSYCHOSOCIAL CARE CENTER - ALCOHOL AND DRUGS III,1970-01-01,2099-12-31,,4295070.0,SNOMED,385860003,Procedure,0.2345755100250244,True,4295070,385860003
140,0301080259,0.0,SUS,ACTIONS FOR ARTICULATION OF INTRA AND INTERSECTORAL NETWORKS,1970-01-01,2099-12-31,,,,,,1.0,False,42872685,450676000
141,0301100195,0.0,SUS,Administration of Medications Intravenously,1970-01-01,2099-12-31,,4303434.0,SNOMED,386358000,Procedure,0.5769765973091125,True,4303434,386358000
